0.66831,3.3632,1.3511,-0.2632,-0.61297,-0.3152,-0.14209,1.2211,1.2527,2.6253,0.8203,2.7795,-0.24144,2.3795,1.7524,2.1483,-1.3469,-1.8901,2.0736,5.5346,3.2739,3.6657,5.9012,7.0058,1.2556,-0.2096,0.15544,3.4895,0.35892,0.65594,3.5123,2.8537,3.1917,2.0209,3.3592,4.2714,2.2688,5.2304,4.6215,2.1927,3.1245,1.6184,1.5237,2.8053,0.57695,0.67299,-0.70927,-0.55893,2.308,-0.42919,-0.19801,0.83488,-1.1564,0.8534,-2.0866,0.28583,1.8637,-0.28476,0.00036695,2.0127,1.5107,-1.4789,0.31426,1.6304,1.9085,2.6881,3.0596,4.7638,1.5468,-1.3376,1.7278,1.2786,-0.48122,2.6683,1.4383,3.259,3.266,5.1318,4.3232,4.2634,2.0346,0.9695,4.2588,2.5081,2.5216,-0.59068,1.6948,1.6073,2.5365,1.8269,0.016601,3.9027,3.2401,-0.98463,0.85647,0.40188,1.2156,4.18,2.3374,5.0725
0.80491,-1.4607,2.6498,2.4408,2.3958,-1.2998,0.86614,1.4755,-0.81636,1.0055,1.4361,1.6117,1.9928,-0.19669,-2.3249,-2.41,-3.7101,-2.4965,0.24653,0.30361,0.7338,1.7718,-0.46487,-0.75952,0.15028,2.3804,1.505,-2.8794,-0.17802,-1.8593,0.95751,-0.033746,2.583,2.5393,1.5822,-0.80956,-1.7413,-4.3831,-6.2402,-5.9571,-4.6011,-1.8726,-0.52233,-1.6501,-2.5422,0.87073,0.74301,-0.2848,-0.87062,0.37779,-2.6573,-0.91948,0.5291,2.7131,0.32099,0.17563,1.4647,3.5912,-0.60958,-3.2942,-2.4281,-1.2812,0.15655,0.46377,-0.74145,0.9909,0.77624,-0.22086,0.10921,2.2924,2.0477,0.37313,-2.8768,-1.8637,-0.58583,-1.008,0.33753,-1.7367,-1.4533,0.23222,-2.6936,-0.50112,-0.019421,2.6193,0.33079,-2.7749,-0.066976,1.8874,2.2913,4.0053,-0.34194,-1.9561,-0.11402,2.0968,5.1916,2.8312,1.9359,2.3076,0.73998,0.36193
-0.91621,-0.76327,2.2786,2.4903,0.05967,0.29252,-1.8619,-2.3928,-4.1566,-2.6258,-4.3009,1.8483,1.7888,-2.1605,-2.5006,-2.7023,-5.0284,-1.357,-1.8582,0.47791,0.39257,1.0602,0.52895,3.8926,1.1939,0.24655,1.3,-0.52433,-0.9123,-0.59276,-5.5887,-3.014,-2.3137,0.80774,-0.83804,2.0207,0.89181,-1.1803,0.54608,-0.054906,-1.2134,-1.3231,-0.36802,1.6885,-0.18554,0.52295,0.036742,0.62465,0.11838,0.072258,-1.9445,-0.95221,-0.43526,-0.11471,1.2739,1.8053,0.70913,-0.89168,-0.12423,-0.83824,-1.4155,-1.3977,-1.7987,-1.9884,-0.854,-1.206,1.1418,1.1779,-1.164,-1.2221,-1.7318,-0.89547,2.5594,3.6818,2.1707,0.20544,-1.473,0.68887,0.015411,0.46866,-0.1414,-0.16733,-0.54358,-0.4434,-0.6189,-1.1243,-2.0892,-4.7157,-3.728,-3.9822,-1.597,-2.6268,0.68807,0.66532,0.97756,0.16757,-2.3222,-2.0062,-2.3597,-3.9232
3.6853,2.7031,5.0967,6.0727,3.5877,1.2825,0.46642,1.6536,2.5149,1.114,0.35399,2.3508,2.3323,3.2855,1.9347,-1.0012,1.0389,1.8597,1.145,2.7872,2.9532,3.7295,-0.80131,1.7906,1.7547,2.4679,4.5871,1.7117,1.4541,3.0545,4.486,3.6939,4.8324,5.8386,5.8528,3.536,4.2235,4.9821,4.4407,5.6437,1.5221,5.0178,4.8921,2.8543,1.9653,3.2583,1.9241,3.9897,3.0913,3.5236,5.644,2.1832,0.90572,4.1433,3.6937,8.1675,5.9808,4.613,1.8748,1.1304,-0.63339,-0.86373,3.1939,1.0376,1.0297,4.6706,4.7598,4.8042,1.36,1.7725,2.6307,5.3079,2.8993,1.9538,0.91046,4.1401,3.3428,-0.63092,1.1505,0.03053,2.6758,1.6918,0.61322,1.9636,3.5091,2.5411,4.5312,3.7855,3.4629,6.3338,5.7589,1.6242,2.8469,2.6856,3.8708,1.8629,0.81833,-0.28718,0.95711,-1.0792
-1.6091,-0.34662,-0.12887,0.82188,-1.9366,-0.54139,-1.7728,0.2116,-0.70341,-3.7762,-5.363,-6.7717,-6.8761,-4.6335,-5.0148,-8.198,-2.124,-2.5092,-0.2673,-1.6216,-2.0591,-2.1267,-2.085,1.6236,-0.85578,3.7384,-2.0098,-1.4585,-4.2306,-2.2938,-5.0406,-3.3719,-4.63,0.18226,0.72983,2.2192,-0.69119,-3.3727,-5.1013,-2.696,-0.00083197,3.0351,2.036,0.9655,5.0712,1.0069,-2.0054,-3.6806,-6.0385,-1.3812,-4.4744,-4.6689,-1.4247,-2.4309,3.5924,1.0197,-1.7855,-0.67584,-2.5012,-2.3374,-2.08,1.4774,-2.1742,-0.91027,1.0466,-1.863,-1.7959,-3.3366,0.43782,-0.42068,-0.42012,-1.5627,-1.0553,-2.3948,-6.392,-3.8834,-4.3427,-2.9918,-0.17854,-1.2796,-4.0383,-3.2573,1.0694,2.1116,1.6828,2.5042,-0.49089,-3.1753,-3.7659,-3.4128,-5.2968,-3.3185,-3.4606,-1.67,-3.356,-1.9917,-4.1348,-2.6377,-2.9906,-4.2126
-0.90412,-0.087057,-0.1896,-0.15802,-2.1074,-0.52902,-0.096002,1.7999,3.6447,2.2822,-2.1355,-2.5834,-2.4126,-1.7381,-1.5237,1.9517,-2.4363,0.93956,1.2658,1.5489,1.4576,0.96334,0.25587,-5.3072,-3.8405,-2.0743,0.18246,-0.1907,-0.4791,-1.9033,-2.4219,-0.24713,-2.5287,0.16627,-1.4721,-1.8589,-1.0116,0.34255,-0.25284,-1.3751,-1.0788,-0.6358,0.98987,1.5795,-1.0791,-4.5526,-2.2251,0.32337,-5.1705,-1.5695,0.40617,-0.21725,0.99269,1.4593,-0.7189,1.5716,2.6758,1.9703,2.183,1.2635,-0.59581,0.032687,0.85678,-0.25798,0.15881,-1.2046,0.21076,-1.2936,0.29477,-0.37494,1.1085,0.15936,-2.3124,0.064554,-2.1378,-0.69648,0.30392,-0.90258,-2.1725,-2.4013,-3.2196,-2.5828,-3.0088,-5.1494,-1.594,1.0444,-0.96455,-2.3615,-3.0533,0.98202,1.5138,0.75421,-0.76119,1.2508,0.10627,1.0426,0.74321,0.19528,-1.7471,2.4361
-4.6946,-6.5428,-5.0598,-4.4182,-5.1413,-2.967,-3.5216,-2.4468,-0.40233,-4.0406,-2.6586,-0.24142,-0.95191,-0.98998,-2.3047,-1.5168,-1.1052,-2.6394,-1.4963,-5.4378,-1.774,-3.874,-3.604,-3.9045,-4.3604,-0.1172,-2.3491,-2.4283,-2.656,-4.0142,-5.4104,-7.4863,-5.1054,-5.3909,-5.3468,-7.443,-3.4188,-5.9978,-0.83288,-5.4304,-3.6498,-7.3493,-4.4252,-5.3374,-3.9132,-2.2493,-3.8885,-3.0946,-4.5499,-1.6196,-0.51854,-2.92,1.1755,-5.2389,-2.464,-2.2464,-3.1393,-2.0638,-0.9244,3.4441,-0.75762,-0.4745,0.13662,-1.2479,-1.6665,-0.24487,-2.1404,-1.585,-0.53371,-1.004,-2.2998,-2.1257,-5.7892,-3.0705,-0.23599,-2.9554,-3.8695,-4.5959,-5.4534,-2.8692,-2.6948,-3.4964,-4.1889,-4.7936,-2.6911,-3.0878,-3.1695,-3.1204,-1.0244,-2.358,-3.271,-2.361,-3.7635,-3.5766,-4.0779,-2.5995,-0.58377,-1.9632,-0.93624,-1.9909
-0.87508,-2.8214,-2.9263,-1.4798,-1.1896,1.154,-0.69807,-1.6776,-0.36674,-4.2787,-2.9004,1.2348,-0.65731,-2.5315,-0.17699,-3.9326,-2.1318,-1.9962,1.3175,0.16959,-0.1084,-4.3635,-0.7237,-2.6274,-3.5172,0.55685,0.72873,-1.3086,-3.9639,-1.4702,-2.1771,-5.2862,-0.97408,-0.10724,-1.4051,0.22984,-1.6931,-1.7461,-2.6664,-2.6209,-5.2929,0.43569,-1.8396,-4.4999,-4.622,-6.8902,-4.0907,-3.3168,-2.9526,-0.23822,-1.0001,-0.68775,-1.9494,-1.3653,-2.9709,-3.5526,-6.3362,-5.3073,-6.0432,-4.8516,-2.5123,-3.1251,-0.55149,-0.84781,-2.2462,-1.0487,-1.2386,-3.1079,-0.86468,-1.8184,-3.0909,-3.1516,-2.4532,-3.4365,-1.2196,-2.4438,-2.182,-2.4388,-1.0054,1.1227,-3.6889,-2.8399,-0.48887,-1.8712,-0.060779,-2.4636,-1.5312,-1.2335,-2.4867,-4.4342,-3.9466,-1.4959,-2.9434,-0.80069,-4.5922,-4.7563,-5.7324,-3.4826,-2.0889,-1.0413
-0.52823,0.72808,-1.1378,-1.0004,-0.92076,-1.3713,-2.3435,-0.76965,0.57007,0.87897,0.90325,-1.4348,-3.3883,-1.6651,1.8764,-2.605,-1.6708,-1.1583,-0.6099,-2.4732,-2.4695,-3.1429,0.37131,2.11,0.65196,0.43758,-2.183,-1.0525,-1.2276,2.3036,2.4468,2.1179,0.22447,0.065165,5.4549,5.404,2.7973,2.1587,1.4408,0.42173,-0.25438,0.082331,1.4881,2.055,1.3962,2.4876,-1.0636,0.55604,-2.6401,-1.8775,-1.9856,-0.2824,-4.1456,-3.4281,-4.5341,-1.5392,-0.3736,-0.50982,-0.62536,1.7856,0.81213,0.52973,-0.93291,-0.2919,-0.49338,-0.5745,-0.99359,-0.87278,-0.62896,1.9776,0.037213,1.7016,1.3152,3.1547,1.0327,-0.7552,1.8246,-3.8883,-2.9411,3.3028,1.7435,-2.715,-1.3173,-0.10636,1.2009,2.9343,1.0813,1.457,1.7105,0.81569,0.49882,-1.3529,-1.5974,-2.631,-0.7982,-0.51171,-0.57671,2.2655,1.3477,0.57084
-0.93942,-3.3926,-2.287,-5.1597,-3.4889,-1.6466,1.432,-0.62519,0.29686,0.22876,-3.6916,-4.9928,-2.7548,0.82599,-0.552,0.97907,-0.68811,-2.1217,-3.2364,-1.9355,-2.0248,-0.27118,-2.5646,-2.896,-3.4883,-3.5293,-0.60418,-1.0148,-1.4,-0.38371,1.6578,4.2627,4.9161,4.8923,-0.70331,-3.2453,-1.6494,-1.9659,1.0155,0.51062,0.541,1.872,0.87791,1.5415,-0.10972,-1.0408,-1.6335,-0.53451,-1.6688,0.62626,-3.8746,-2.6789,-0.28387,-1.0192,-0.94004,-0.17321,0.1827,-1.7679,0.015618,3.1689,3.0505,0.4659,0.50014,-0.56555,0.005182,3.4274,0.87146,2.114,-0.65832,0.23559,-0.70788,0.67262,1.6384,1.711,0.76262,-1.3879,-5.0974,-3.2457,-4.0371,-0.31907,0.57206,-0.068801,0.90657,0.69418,-2.9748,-2.1018,-2.8652,-2.5271,-4.5954,-1.6852,-0.68095,0.11381,-0.27372,2.8291,1.1088,-1.7397,0.69336,1.6775,2.1539,2.2735
