6.6085,6.2508,6.8982,7.239,7.4295,7.0662,6.4881,5.7843,5.7233,5.555,5.8906,6.2673,5.9452,6.3152,6.3404,6.3175,5.9008,6.5148,6.3161,6.2906,6.5022,5.9661,6.5921,6.0042,5.0194,4.5784,4.2982,4.0931,3.5594,3.2207,3.0691,3.3879,3.6336,3.3648,3.9648,3.3691,3.2753,2.7567,2.529,2.9604,2.1764,2.0252,1.572,1.0977,1.1921,1.5328,1.5276,0.9848,1.1177,0.34235,-0.1179,0.098191,0.11848,0.20491,-0.19488,-0.39979,0.21485,0.30891,1.3063,0.70431,0.77978,0.53698,0.77763,1.1108,1.1095,1.0487,0.78211,1.8047,1.4611,1.5871,1.9274,1.0202,0.83299,0.32229,-0.12045,-0.38629,-0.17897,-0.064007,0.35626,0.68625,0.75062,0.54372,0.5827,0.48698,0.51128,1.5377,1.3863,2.2535,2.219,2.0338
0.22074,-0.055213,-0.41533,-0.3036,-0.72528,-0.28615,0.40189,0.074611,0.11294,0.16047,0.3895,-0.015261,0.015227,-0.022748,0.13282,0.31408,0.26815,0.74359,1.3296,1.1565,1.2334,1.1698,2.0394,2.0727,2.0646,2.3432,2.1867,2.028,2.2177,2.5933,1.9307,2.2697,2.3056,1.863,1.4859,1.2483,0.91542,0.8077,0.41717,0.15306,0.2227,0.26982,0.10694,-0.38287,-0.99817,-0.96264,-0.75883,-0.77303,-0.65924,-0.66178,-0.56496,-0.24459,-0.31789,-0.26188,0.62319,1.0379,1.3577,1.6927,2.4977,1.8222,1.7597,1.6662,1.4176,0.95364,0.88064,1.0061,1.1267,1.296,1.286,0.59122,0.87811,0.5397,0.19065,0.12636,0.02237,-0.081463,-0.65522,-0.45431,-1.0581,-1.0144,-1.3629,-0.54704,-0.55629,-0.6112,-1.5904,-1.9184,-1.7031,-1.7314,-1.5549,-1.9915
-1.5938,-1.7503,-1.7473,-1.5071,-2.2176,-2.0531,-1.7208,-1.6366,-1.6369,-1.5245,-1.2339,-1.3982,-0.73774,-1.238,-1.0527,-1.5434,-1.6714,-1.5714,-1.6212,-0.90938,-0.36165,-0.56854,-0.82959,-0.94026,-0.88096,-1.1796,-1.2886,-1.137,-0.8438,-1.0263,-1.116,-0.43234,-0.54116,-1.2838,-1.4123,-1.9202,-1.6052,-1.3186,-1.3668,-0.93098,-0.6477,-1.3348,-1.7806,-0.8542,-1.5076,-0.81996,-0.45332,-0.72834,-0.553,-0.32919,-0.79258,-0.42813,0.092689,0.53799,0.52784,0.92304,1.094,0.92896,1.167,1.9988,2.4449,1.9763,1.6666,1.922,2.4324,2.1053,1.736,1.3935,1.619,1.7424,2.6561,2.9996,2.4883,2.5353,2.6253,2.2831,2.2876,2.4858,2.5292,3.1669,3.0882,2.6267,2.1091,2.6691,2.2476,2.4106,2.2156,2.3372,1.6137,1.558
0.032736,0.57742,0.83452,1.6606,1.9684,2.1504,1.0343,0.78162,0.49516,1.0397,1.4359,1.3503,1.731,1.9691,1.5382,0.66622,-0.0033989,0.23573,0.77834,0.56974,0.95919,1.6939,1.4407,1.6882,1.8573,2.1886,2.4037,2.1516,1.8342,1.5247,1.4868,2.048,2.3077,2.7901,2.3375,2.7811,3.2731,2.8729,2.6581,2.5054,3.0531,3.0953,2.8076,2.761,3.0101,2.9077,2.2391,2.3359,2.3389,2.4825,2.0963,2.7522,3.556,3.9748,4.1006,4.0368,4.5655,5.122,5.5373,5.6622,4.2007,4.0791,4.3521,4.4647,4.3849,4.4789,4.3754,4.6195,4.282,4.3279,4.0386,3.7469,3.6717,2.8471,2.0915,2.5265,2.0175,2.5123,2.3264,2.531,2.3664,2.7064,2.5849,2.5638,2.0591,1.3582,1.1095,0.87308,0.88271,0.54826
1.3128,1.0925,1.3209,0.57685,0.20369,0.4702,-0.15072,-0.32725,0.0017103,-0.087642,0.082094,1.0575,1.0296,0.95783,-0.29707,-0.44255,-0.597,-0.010312,-0.39635,-0.5765,-1.1073,-1.0098,-0.97961,-1.0347,-1.709,-2.1865,-2.006,-1.8788,-1.8234,-1.9956,-2.9238,-3.107,-3.1004,-2.6269,-3.1251,-2.9575,-2.8752,-2.5272,-2.7608,-2.4757,-1.8642,-2.0141,-1.6714,-1.5379,-1.6548,-2.0244,-2.0331,-1.7253,-0.92945,-0.10728,0.27061,0.93939,1.3579,1.7666,1.2355,1.1427,0.26482,0.21691,0.034806,0.48746,-0.18923,-0.85774,-0.32745,0.43181,0.22162,-0.42489,-0.64115,-0.58506,-0.79961,-0.2326,-0.036176,-0.31821,0.19088,0.63683,0.80345,0.89482,0.91958,0.9693,0.68641,0.86748,0.4655,0.55568,0.35143,0.71985,0.94512,0.86284,0.62286,1.071,1.0465,1.1521
-1.3716,-0.98526,-0.63487,-0.3125,-0.48049,-1.0417,-0.76357,-0.92097,-0.77498,-1.0319,-0.73867,-0.18453,0.14132,0.44159,0.36066,0.41719,0.66466,0.78695,0.66769,0.3711,0.32337,0.09892,0.63826,0.77225,0.676,-0.28875,0.24245,-0.68614,-0.24273,-0.087193,-0.2446,-0.31788,-0.16852,-0.3057,-0.50279,-0.25533,-0.66088,-0.79844,-0.75662,-0.78705,-0.65246,-0.39539,0.43948,0.13505,0.20497,-0.30786,-0.35186,-0.87547,-1.6701,-1.6128,-2.0257,-2.0338,-2.3897,-2.2111,-2.6555,-1.7083,-1.4568,-1.0832,-1.3766,-1.2261,-1.069,-1.3248,-1.7673,-1.4042,-1.3702,-1.5452,-2.0722,-1.5744,-1.3727,-1.5184,-1.3215,-2.1988,-1.7089,-1.6775,-1.8327,-2.4372,-2.5689,-2.3081,-2.9596,-2.8837,-3.4176,-2.7341,-2.3033,-1.6182,-0.90018,-1.1263,-1.8818,-2.3248,-2.7255,-2.1756
-1.2715,-0.63614,-0.43367,-0.50383,-0.16571,-1.0941,-1.2094,-1.6445,-1.5267,-1.6886,-0.89534,-0.98866,-1.1009,-1.1944,-2.0733,-2.435,-2.3724,-2.0604,-2.3824,-1.6932,-1.6536,-2.7781,-2.8807,-2.6517,-2.3708,-3.1741,-3.3746,-3.1723,-3.156,-2.7831,-2.5578,-2.1661,-2.5781,-2.5001,-2.296,-2.2932,-2.6789,-3.1041,-3.0202,-2.5255,-2.8763,-2.5989,-3.0822,-2.9947,-3.2144,-2.6076,-1.7224,-1.111,-0.61726,-0.31418,-0.20524,-0.38965,0.26408,0.48412,0.65302,0.75983,1.1413,1.0044,1.7189,1.192,1.3234,1.5413,1.6686,1.5029,1.5082,1.2666,1.042,1.1818,1.6965,1.8972,2.5447,2.4941,2.3677,2.4231,2.491,2.3044,1.9426,1.9667,1.5427,1.7264,1.975,2.1931,2.0199,1.8923,2.3775,3.0866,2.6268,2.5516,2.6279,2.2062
3.088,3.5319,3.7889,3.4348,3.4116,3.8939,3.6061,3.2814,3.9405,3.8206,3.8292,4.3017,3.8331,3.5857,3.7144,4.3904,4.1787,3.7405,3.0157,2.8038,2.157,1.7822,2.5579,1.9429,1.7724,1.056,1.0697,0.64026,0.398,-0.22767,-0.080362,-0.15252,-1.0107,-1.1381,-1.4503,-2.5984,-2.7955,-2.3976,-1.9243,-2.6052,-2.9327,-2.7116,-2.3173,-2.6289,-2.2599,-2.4598,-2.3158,-2.2264,-1.6754,-1.6421,-2.0198,-2.4687,-2.5034,-2.5165,-2.6871,-2.8112,-2.6235,-2.7853,-2.3633,-2.9101,-2.5854,-2.2761,-1.7315,-1.7581,-1.827,-1.8488,-1.547,-1.6879,-1.7057,-1.5398,-1.3138,-0.77877,-0.69757,-0.72094,-0.67065,-0.88038,-1.5123,-1.5314,-1.6631,-1.6917,-1.4172,-1.7503,-2.1475,-1.9838,-1.0252,-1.0125,-0.65012,-0.99499,-1.3695,-1.763
-0.064683,-0.32792,-0.5499,-0.69453,-0.79005,-0.71381,-1.2373,-1.199,-1.6533,-1.4231,-2.1036,-1.4019,-1.7829,-1.493,-1.986,-1.1197,-0.95217,-1.6563,-1.7157,-0.90743,-0.023264,-0.27513,-0.60978,-0.63515,-1.2825,-0.65752,-1.1923,-1.0597,-0.87798,-0.71963,-0.42032,-0.14526,-0.69694,-0.39041,-1.0464,-0.8232,-0.33597,0.48357,0.17593,-0.042885,0.045296,-0.22533,0.0076811,0.086584,-0.0016807,0.06025,-0.48652,-0.56704,0.086053,-0.32617,-0.79816,-0.88064,-0.7799,-1.0003,-0.6748,-1.0737,-1.3903,-0.96819,-0.026775,0.30227,0.33364,0.84301,0.98447,1.1646,0.93645,1.0687,1.0965,1.2116,0.6058,0.62282,0.4541,-0.11725,-0.9178,-1.1763,-0.94803,-0.50902,0.30007,1.3481,1.8209,1.8685,1.4085,0.65396,0.69208,0.7476,0.35625,0.73367,0.90565,0.98045,0.7388,0.026425
0.39566,0.31032,0.60395,0.82381,1.037,1.1361,0.2316,0.79662,1.1325,1.0619,1.1834,1.0377,0.73673,1.3982,1.4775,1.1129,2.2657,3.2224,2.5509,2.592,2.4419,2.0838,1.9729,1.9543,2.3113,1.9119,2.322,2.6789,3.0145,3.2252,2.9897,2.7698,1.8003,1.4919,1.9403,1.0222,0.49792,0.31809,0.10998,0.129,-0.18643,0.10669,0.4709,0.28367,0.70658,0.15282,-0.37547,-0.59481,0.35852,0.48168,0.63761,0.88919,0.59053,0.26607,0.88998,0.39007,-0.4183,-0.090234,-0.88838,-0.33495,-0.37231,-0.43413,-0.26307,-0.0060631,0.50545,0.20063,0.49932,0.84307,0.83442,0.86495,1.0843,1.8837,2.0626,1.8143,2.276,2.9887,3.2681,3.3513,3.6068,3.5168,3.2642,3.6465,3.6689,2.7951,2.9043,2.5346,3.3148,3.28,3.3055,3.1679
